alpha,mu,lambda,participation,promote,oppose
,16.0,0.34,1.0,0.0,0.0
,5.0,0.32,0.8099999999999999,0.18000000000000002,0.0
,6.0,0.32,1.0,0.0,0.0
,7.0,0.32,1.0,0.0,0.0
,8.0,0.32,1.0,0.0,0.0
,9.0,0.32,1.0,0.0,0.0
,10.0,0.32,1.0,0.0,0.0
,11.0,0.32,1.0,0.0,0.0
,12.0,0.32,1.0,0.0,0.0
,13.0,0.32,1.0,0.0,0.0
,14.0,0.32,1.0,0.0,0.0
,15.0,0.32,1.0,0.0,0.0
,49.0,0.54,0.9400000000000001,0.01,0.19
,35.0,0.64,0.9,0.030000000000000006,0.14
,33.0,0.66,1.0,0.0,0.06000000000000001
,39.0,0.56,0.9400000000000001,0.02,0.07999999999999999
,36.0,0.64,1.0,0.0,0.06999999999999999
,2.0,0.54,0.7300000000000001,0.32000000000000006,0.0
,5.0,0.42,0.6799999999999999,0.37,0.0
,46.0,0.52,0.9,0.01,0.18000000000000002
,47.0,0.52,1.0,0.0,0.12
,36.0,0.62,0.9199999999999999,0.02,0.13999999999999999
,3.0,0.58,0.72,0.38,0.0
,37.0,0.62,1.0,0.0,0.06999999999999999
,5.0,0.62,0.65,0.37000000000000005,0.0
,39.0,0.58,0.8699999999999999,0.04,0.16000000000000003
,50.0,0.54,0.9,0.06,0.22000000000000003
,45.0,0.6,0.8800000000000001,0.06,0.32999999999999996
,46.0,0.6,0.95,0.03,0.26999999999999996
,47.0,0.6,1.0,0.0,0.2
,5.0,0.38,0.78,0.22999999999999998,0.0
,6.0,0.38,0.7999999999999999,0.0,0.0
,7.0,0.38,1.0,0.0,0.0
,8.0,0.38,1.0,0.0,0.0
,9.0,0.38,1.0,0.0,0.0
,10.0,0.38,1.0,0.0,0.0
,11.0,0.38,1.0,0.0,0.0
,2.0,0.52,0.52,0.43,0.0
,12.0,0.38,1.0,0.0,0.0
,13.0,0.38,1.0,0.0,0.0
,34.0,0.66,0.95,0.01,0.12000000000000002
,14.0,0.38,1.0,0.0,0.0
,35.0,0.66,1.0,0.0,0.10000000000000002
,15.0,0.38,1.0,0.0,0.0
,36.0,0.66,1.0,0.0,0.11000000000000001
,16.0,0.38,1.0,0.0,0.0
,40.0,0.56,0.9400000000000001,0.03,0.15
,17.0,0.38,1.0,0.0,0.0
,37.0,0.66,1.0,0.0,0.12000000000000002
,18.0,0.38,1.0,0.0,0.0
,37.0,0.64,0.93,0.03,0.07
,5.0,0.3,0.74,0.24000000000000005,0.0
,6.0,0.3,1.0,0.0,0.0
,7.0,0.3,1.0,0.0,0.0
,8.0,0.3,1.0,0.0,0.0
,9.0,0.3,1.0,0.0,0.0
,10.0,0.3,1.0,0.0,0.0
,11.0,0.3,1.0,0.0,0.0
,12.0,0.3,1.0,0.0,0.0
,13.0,0.3,1.0,0.0,0.0
,14.0,0.3,1.0,0.0,0.0
,48.0,0.52,0.9199999999999999,0.02,0.12000000000000002
,38.0,0.62,0.9100000000000001,0.0,0.12999999999999998
,39.0,0.62,1.0,0.0,0.1
,4.0,0.44,0.8400000000000001,0.28,0.0
,41.0,0.56,0.9,0.09,0.2
,38.0,0.64,0.93,0.01,0.12
,34.0,0.68,0.89,0.04,0.12999999999999998
,35.0,0.68,1.0,0.0,0.09
,36.0,0.68,1.0,0.0,0.1
,39.0,0.64,1.0,0.0,0.06
,3.0,0.56,0.53,0.4,0.0
,40.0,0.64,1.0,0.0,0.2799999999999999
,4.0,0.48,0.5499999999999999,0.35,0.0
,5.0,0.4,0.74,0.32,0.0
,40.0,0.58,0.8800000000000001,0.05,0.11000000000000001
,41.0,0.58,1.0,0.0,0.12999999999999998
,48.0,0.6,0.8899999999999999,0.05,0.23000000000000004
,49.0,0.6,1.0,0.0,0.15999999999999998
,5.0,0.28,0.8200000000000001,0.2,0.0
,6.0,0.28,1.0,0.0,0.0
,7.0,0.28,1.0,0.0,0.0
,8.0,0.28,1.0,0.0,0.0
,9.0,0.28,1.0,0.0,0.0
,10.0,0.28,1.0,0.0,0.0
,11.0,0.28,1.0,0.0,0.0
,12.0,0.28,1.0,0.0,0.0
,13.0,0.28,1.0,0.0,0.0
,42.0,0.56,0.96,0.03,0.15
,43.0,0.56,1.0,0.0,0.1
,44.0,0.56,1.0,0.0,0.16999999999999998
,49.0,0.52,0.89,0.05,0.20000000000000004
,50.0,0.52,1.0,0.0,0.2
,38.0,0.66,0.9199999999999999,0.030000000000000006,0.23000000000000004
,37.0,0.68,0.9400000000000001,0.0,0.23000000000000004
,41.0,0.64,0.8699999999999999,0.030000000000000006,0.27
,5.0,0.36,0.7299999999999999,0.39,0.0
,6.0,0.36,1.0,0.0,0.0
,7.0,0.36,1.0,0.0,0.0
,8.0,0.36,1.0,0.0,0.0
,9.0,0.36,1.0,0.0,0.0
,10.0,0.36,1.0,0.0,0.0
,11.0,0.36,1.0,0.0,0.0
,12.0,0.36,1.0,0.0,0.0
,13.0,0.36,1.0,0.0,0.0
,14.0,0.36,1.0,0.0,0.0
,15.0,0.36,1.0,0.0,0.0
,16.0,0.36,1.0,0.0,0.0
,17.0,0.36,1.0,0.0,0.0
,6.0,0.64,0.76,0.29,0.0
,42.0,0.58,0.89,0.06000000000000001,0.2
,0.0,0.56,0.27,0.5900000000000001,0.0
,2.0,0.5,0.76,0.31000000000000005,0.0
,45.0,0.56,0.96,0.01,0.16
,46.0,0.56,0.95,0.03,0.22000000000000003
,3.0,0.46,0.76,0.22000000000000003,0.0
,39.0,0.66,0.9,0.04,0.22999999999999998
,38.0,0.68,0.9,0.05,0.2
,39.0,0.68,1.0,0.0,0.18
,40.0,0.62,0.8200000000000001,0.08,0.2
,41.0,0.62,1.0,0.0,0.21999999999999997
,47.0,0.56,0.9199999999999999,0.03,0.17
,48.0,0.56,1.0,0.0,0.25
,40.0,0.68,0.93,0.01,0.2
,41.0,0.68,0.95,0.01,0.23999999999999994
,42.0,0.62,0.93,0.02,0.2700000000000001
,35.0,0.7000000000000001,0.89,0.11000000000000001,0.14000000000000004
,43.0,0.58,0.9199999999999999,0.05,0.2
,42.0,0.68,0.86,0.06000000000000001,0.19999999999999998
,43.0,0.68,0.9400000000000001,0.01,0.20000000000000004
,40.0,0.66,0.89,0.06000000000000001,0.26999999999999996
,36.0,0.7000000000000001,0.8800000000000001,0.06000000000000001,0.25999999999999995
,5.0,0.6,0.72,0.27,0.0
,3.0,0.54,0.66,0.31,0.0
,50.0,0.6,0.7300000000000001,0.12000000000000002,0.36
,44.0,0.68,0.8800000000000001,0.05,0.24000000000000005
,49.0,0.56,0.9099999999999999,0.06999999999999999,0.24000000000000005
,41.0,0.66,0.96,0.0,0.24
,42.0,0.64,0.79,0.04,0.2
,43.0,0.64,0.9800000000000001,0.0,0.18
,44.0,0.58,0.8800000000000001,0.05,0.24
,37.0,0.7000000000000001,0.89,0.04,0.24
,4.0,0.58,0.72,0.29,0.0
,50.0,0.56,0.95,0.02,0.21000000000000002
,45.0,0.68,0.89,0.06999999999999999,0.28
,0.0,0.54,0.34,0.49000000000000005,0.0
,43.0,0.62,0.8400000000000001,0.09,0.22000000000000006
,6.0,0.62,0.74,0.25,0.0
,45.0,0.58,0.9199999999999999,0.01,0.19000000000000003
,46.0,0.58,1.0,0.0,0.21999999999999997
,47.0,0.58,0.96,0.01,0.20000000000000004
,7.0,0.66,0.7500000000000001,0.2700000000000001,0.0
,1.0,0.56,0.41,0.5,0.0
,3.0,0.52,0.72,0.26,0.0
,38.0,0.7000000000000001,0.93,0.02,0.22000000000000003
,39.0,0.7000000000000001,0.96,0.01,0.22000000000000003
,8.0,0.68,0.8299999999999998,0.30999999999999994,0.0
,42.0,0.66,0.8800000000000001,0.05,0.26999999999999996
,46.0,0.68,0.9,0.04,0.22000000000000003
,44.0,0.64,0.93,0.06000000000000001,0.18
,45.0,0.64,0.99,0.0,0.23000000000000004
,4.0,0.56,0.5399999999999999,0.4699999999999999,0.0
,6.0,0.42,0.85,0.3,0.0
,7.0,0.42,1.0,0.0,0.0
,8.0,0.42,1.0,0.0,0.0
,9.0,0.42,1.0,0.0,0.0
,44.0,0.62,0.95,0.04,0.18
,10.0,0.42,1.0,0.0,0.0
,11.0,0.42,1.0,0.0,0.0
,12.0,0.42,1.0,0.0,0.0
,13.0,0.42,1.0,0.0,0.0
,14.0,0.42,1.0,0.0,0.0
,15.0,0.42,1.0,0.0,0.0
,16.0,0.42,1.0,0.0,0.0
,17.0,0.42,1.0,0.0,0.0
,18.0,0.42,1.0,0.0,0.0
,19.0,0.42,1.0,0.0,0.0
,20.0,0.42,1.0,0.0,0.0
,48.0,0.58,0.95,0.02,0.18
,49.0,0.58,1.0,0.0,0.17
,36.0,0.72,0.8800000000000001,0.05,0.18000000000000002
,5.0,0.44,0.79,0.32,0.0
,43.0,0.66,0.95,0.03,0.2
,50.0,0.58,0.95,0.03,0.21000000000000002
,37.0,0.72,0.95,0.01,0.25
,40.0,0.7000000000000001,0.76,0.08,0.26
,46.0,0.64,0.89,0.06,0.26
,47.0,0.68,0.85,0.05,0.18000000000000002
,45.0,0.62,0.8800000000000001,0.12000000000000002,0.31
,46.0,0.62,1.0,0.0,0.16999999999999998
,41.0,0.7000000000000001,0.8700000000000001,0.04,0.19
,6.0,0.4,0.8300000000000001,0.26,0.0
,7.0,0.4,1.0,0.0,0.0
,7.0,0.64,0.6799999999999999,0.4,0.0
,42.0,0.7000000000000001,0.96,0.01,0.20000000000000004
,8.0,0.4,1.0,0.0,0.0
,9.0,0.4,1.0,0.0,0.0
,10.0,0.4,1.0,0.0,0.0
,11.0,0.4,1.0,0.0,0.0
,12.0,0.4,1.0,0.0,0.0
,13.0,0.4,1.0,0.0,0.0
,14.0,0.4,1.0,0.0,0.0
,15.0,0.4,1.0,0.0,0.0
,16.0,0.4,1.0,0.0,0.0
,17.0,0.4,1.0,0.0,0.0
,18.0,0.4,1.0,0.0,0.0
,19.0,0.4,1.0,0.0,0.0
,3.0,0.5,0.79,0.25,0.0
,4.0,0.46,0.7300000000000001,0.26000000000000006,0.0
,5.0,0.48,0.82,0.21000000000000005,0.0
,9.0,0.7000000000000001,0.7899999999999999,0.36,0.0
,44.0,0.66,0.8899999999999999,0.06,0.27
,47.0,0.64,0.96,0.02,0.19
,48.0,0.68,0.9,0.02,0.23000000000000004
,43.0,0.7000000000000001,0.96,0.01,0.22999999999999998
,44.0,0.7000000000000001,1.0,0.0,0.18
,38.0,0.72,0.9099999999999999,0.05,0.21000000000000002
,0.0,0.62,0.48,0.41000000000000003,0.0
,49.0,0.68,0.9400000000000001,0.02,0.25
,47.0,0.62,0.8699999999999999,0.030000000000000006,0.24000000000000005
,37.0,0.74,0.9400000000000001,0.01,0.19
,45.0,0.7000000000000001,0.89,0.05,0.16000000000000003
,48.0,0.64,0.8699999999999999,0.05,0.21000000000000002
,45.0,0.66,0.86,0.030000000000000006,0.22000000000000006
,48.0,0.62,0.9400000000000001,0.03,0.21000000000000002
,49.0,0.62,0.97,0.0,0.18
,46.0,0.7000000000000001,0.93,0.02,0.26
,47.0,0.7000000000000001,1.0,0.0,0.15999999999999998
,50.0,0.68,0.85,0.05,0.19
,50.0,0.62,0.8800000000000001,0.02,0.27
,4.0,0.54,0.66,0.29000000000000004,0.0
,4.0,0.52,0.64,0.37,0.0
,49.0,0.64,0.86,0.05,0.19
,10.0,0.72,0.8300000000000001,0.22999999999999998,0.0
,11.0,0.72,0.7999999999999999,0.0,0.0
,12.0,0.72,1.0,0.0,0.0
,13.0,0.72,1.0,0.0,0.0
,14.0,0.72,1.0,0.0,0.0
,0.0,0.58,0.62,0.35000000000000003,0.0
,15.0,0.72,0.97,0.01,0.04
,16.0,0.72,0.9,0.07,0.11000000000000001
,6.0,0.6,0.77,0.33,0.0
,8.0,0.66,0.7700000000000001,0.32999999999999996,0.0
,50.0,0.64,0.93,0.02,0.12000000000000002
,17.0,0.72,0.97,0.0,0.07999999999999999
,9.0,0.68,0.8399999999999999,0.32,0.0
,10.0,0.68,0.7999999999999999,0.0,0.0
,11.0,0.68,1.0,0.0,0.0
,12.0,0.68,1.0,0.0,0.0
,13.0,0.68,1.0,0.0,0.0
,5.0,0.58,0.7999999999999999,0.26,0.0
,14.0,0.68,1.0,0.0,0.0
,15.0,0.68,1.0,0.0,0.0
,16.0,0.68,1.0,0.0,0.0
,17.0,0.68,1.0,0.0,0.0
,0.0,0.6,0.56,0.39000000000000007,0.0
,7.0,0.62,0.73,0.27,0.0
,46.0,0.66,0.9,0.05,0.24
,48.0,0.7000000000000001,0.78,0.10999999999999999,0.35000000000000003
,39.0,0.72,0.64,0.16,0.33999999999999997
,6.0,0.44,0.8,0.24,0.0
,7.0,0.44,1.0,0.0,0.0
,8.0,0.44,1.0,0.0,0.0
,9.0,0.44,1.0,0.0,0.0
,10.0,0.44,1.0,0.0,0.0
,11.0,0.44,1.0,0.0,0.0
,12.0,0.44,1.0,0.0,0.0
,13.0,0.44,1.0,0.0,0.0
,14.0,0.44,1.0,0.0,0.0
,15.0,0.44,1.0,0.0,0.0
,16.0,0.44,1.0,0.0,0.0
,17.0,0.44,1.0,0.0,0.0
,18.0,0.44,1.0,0.0,0.0
,19.0,0.44,1.0,0.0,0.0
,20.0,0.44,1.0,0.0,0.0
,21.0,0.44,1.0,0.0,0.0
,12.0,0.76,0.7999999999999999,0.0,0.0
,13.0,0.76,1.0,0.0,0.0
,14.0,0.76,0.96,0.04,0.05
,15.0,0.76,0.9200000000000002,0.02,0.05
,16.0,0.76,1.0,0.0,0.0
,18.0,0.68,0.9199999999999999,0.02,0.10999999999999999
,38.0,0.74,0.76,0.09,0.29
,49.0,0.7000000000000001,0.9400000000000001,0.02,0.19
,18.0,0.72,0.85,0.09,0.19
,39.0,0.74,0.9400000000000001,0.03,0.24
,8.0,0.64,0.7300000000000001,0.41000000000000003,0.0
,5.0,0.56,0.8399999999999999,0.24,0.0
,47.0,0.66,0.8300000000000001,0.06,0.25999999999999995
,11.0,0.74,0.82,0.26,0.0
,12.0,0.74,1.0,0.0,0.0
,13.0,0.74,1.0,0.0,0.0
,14.0,0.74,1.0,0.0,0.0
,15.0,0.74,1.0,0.0,0.0
,16.0,0.74,0.9400000000000001,0.03,0.04
,17.0,0.74,0.9199999999999999,0.02,0.15999999999999998
,50.0,0.7000000000000001,0.9400000000000001,0.02,0.25
,5.0,0.46,0.7100000000000001,0.28,0.0
,40.0,0.72,0.8800000000000001,0.06000000000000001,0.22000000000000003
,19.0,0.72,0.97,0.04,0.09999999999999999
,19.0,0.68,0.89,0.06999999999999999,0.12000000000000002
,48.0,0.66,0.93,0.02,0.27
,49.0,0.66,0.9400000000000001,0.03,0.26
,6.0,0.48,0.76,0.33,0.0
,7.0,0.48,0.9000000000000001,0.0,0.0
,8.0,0.48,1.0,0.0,0.0
,9.0,0.48,1.0,0.0,0.0
,10.0,0.48,1.0,0.0,0.0
,11.0,0.48,1.0,0.0,0.0
,12.0,0.48,1.0,0.0,0.0
,4.0,0.5,0.7,0.43,0.0
,13.0,0.48,1.0,0.0,0.0
,14.0,0.48,1.0,0.0,0.0
,15.0,0.48,1.0,0.0,0.0
,16.0,0.48,1.0,0.0,0.0
,17.0,0.48,1.0,0.0,0.0
,18.0,0.48,1.0,0.0,0.0
,19.0,0.48,1.0,0.0,0.0
,20.0,0.48,1.0,0.0,0.0
,21.0,0.48,1.0,0.0,0.0
,22.0,0.48,1.0,0.0,0.0
,23.0,0.48,1.0,0.0,0.0
,10.0,0.7000000000000001,0.9,0.16999999999999998,0.0
,11.0,0.7000000000000001,1.0,0.0,0.0
,12.0,0.7000000000000001,1.0,0.0,0.0
,13.0,0.7000000000000001,1.0,0.0,0.0
,14.0,0.7000000000000001,1.0,0.0,0.0
,15.0,0.7000000000000001,0.97,0.01,0.04
,16.0,0.7000000000000001,0.97,0.02,0.04
,1.0,0.62,0.6599999999999999,0.31000000000000005,0.0
,20.0,0.72,0.97,0.01,0.07999999999999999
,41.0,0.72,0.97,0.0,0.13999999999999999
,40.0,0.74,0.8399999999999999,0.08,0.26
,0.0,0.7000000000000001,0.39,0.47999999999999987,0.0
,41.0,0.74,0.96,0.05,0.21000000000000005
,42.0,0.74,0.97,0.0,0.18
,43.0,0.74,1.0,0.0,0.18
,0.0,0.64,0.47000000000000003,0.4699999999999999,0.0
,50.0,0.66,0.8899999999999999,0.04,0.20999999999999996
,20.0,0.68,0.8600000000000001,0.03,0.14
,42.0,0.72,0.8699999999999999,0.04,0.27999999999999997
,17.0,0.76,0.6900000000000001,0.18000000000000002,0.22000000000000003
,17.0,0.7000000000000001,0.89,0.05,0.08
,21.0,0.68,0.9199999999999999,0.02,0.12
,44.0,0.74,0.9099999999999999,0.06,0.24000000000000005
,38.0,0.76,0.82,0.06000000000000001,0.24000000000000005
,18.0,0.74,0.8,0.13999999999999999,0.24
,18.0,0.76,0.9099999999999999,0.06999999999999999,0.12999999999999998
,21.0,0.72,0.9099999999999999,0.06000000000000001,0.09
,43.0,0.72,0.8600000000000001,0.04,0.27
,22.0,0.68,0.95,0.02,0.13000000000000003
,45.0,0.74,0.89,0.05,0.3
,5.0,0.54,0.6900000000000001,0.3,0.0
,9.0,0.66,0.8400000000000001,0.25,0.0
,10.0,0.66,1.0,0.0,0.0
,11.0,0.66,1.0,0.0,0.0
,12.0,0.66,1.0,0.0,0.0
,13.0,0.66,1.0,0.0,0.0
,14.0,0.66,1.0,0.0,0.0
,15.0,0.66,1.0,0.0,0.0
,16.0,0.66,1.0,0.0,0.0
,17.0,0.66,0.97,0.03,0.04
,18.0,0.66,1.0,0.0,0.0
,19.0,0.66,0.97,0.01,0.11000000000000001
,19.0,0.74,0.8099999999999999,0.06000000000000001,0.15
,18.0,0.7000000000000001,0.93,0.08,0.16
,1.0,0.58,0.6500000000000001,0.3,0.0
,22.0,0.72,0.9400000000000001,0.02,0.15000000000000002
,23.0,0.72,0.95,0.03,0.11000000000000001
,24.0,0.72,1.0,0.0,0.13
,46.0,0.74,0.95,0.03,0.22000000000000003
,7.0,0.6,0.78,0.3,0.0
,5.0,0.52,0.8300000000000001,0.21000000000000002,0.0
,19.0,0.76,0.9099999999999999,0.08,0.19999999999999998
,0.0,0.66,0.64,0.38,0.0
,20.0,0.66,0.99,0.04,0.11000000000000001
,21.0,0.66,1.0,0.0,0.12
,22.0,0.66,1.0,0.0,0.1
,39.0,0.76,0.89,0.06999999999999999,0.23000000000000004
,44.0,0.72,0.9,0.030000000000000006,0.2
,23.0,0.68,0.9,0.04,0.13000000000000003
,24.0,0.68,1.0,0.0,0.06
,6.0,0.58,0.7399999999999999,0.27,0.0
,47.0,0.74,0.8399999999999999,0.08,0.22000000000000003
,48.0,0.74,0.95,0.04,0.32
,1.0,0.6,0.6599999999999999,0.37,0.0
,20.0,0.74,0.8400000000000001,0.06000000000000001,0.15
,40.0,0.76,0.95,0.01,0.23000000000000004
,19.0,0.7000000000000001,0.9199999999999999,0.06,0.16
,45.0,0.72,0.93,0.05,0.24
,8.0,0.62,0.89,0.22000000000000003,0.0
,9.0,0.62,0.9000000000000001,0.0,0.0
,10.0,0.62,1.0,0.0,0.0
,11.0,0.62,1.0,0.0,0.0
,12.0,0.62,1.0,0.0,0.0
,13.0,0.62,1.0,0.0,0.0
,14.0,0.62,1.0,0.0,0.0
,15.0,0.62,1.0,0.0,0.0
,16.0,0.62,1.0,0.0,0.0
,25.0,0.68,0.93,0.01,0.08
,6.0,0.56,0.7000000000000001,0.28,0.0
,17.0,0.62,1.0,0.0,0.0
,18.0,0.62,1.0,0.0,0.0
,19.0,0.62,1.0,0.0,0.0
,0.0,0.72,0.6100000000000001,0.42000000000000004,0.0
,21.0,0.74,0.93,0.02,0.07
,20.0,0.7000000000000001,0.9400000000000001,0.02,0.13
,1.0,0.7000000000000001,0.5900000000000001,0.47000000000000003,0.0
,2.0,0.62,0.5900000000000001,0.43,0.0
,46.0,0.72,0.9400000000000001,0.01,0.2
,25.0,0.72,0.82,0.06,0.14000000000000004
,20.0,0.62,0.96,0.04,0.15
,47.0,0.72,1.0,0.0,0.14
,48.0,0.72,0.9800000000000001,0.0,0.29
,20.0,0.76,0.74,0.09000000000000001,0.2
,22.0,0.74,0.85,0.04,0.14000000000000004
,0.0,0.68,0.55,0.32999999999999996,0.0
,23.0,0.66,0.7999999999999999,0.12000000000000002,0.19
,1.0,0.64,0.53,0.42000000000000004,0.0
,26.0,0.72,0.89,0.04,0.15
,49.0,0.74,0.8099999999999999,0.06999999999999999,0.24
,9.0,0.64,0.85,0.20999999999999996,0.0
,10.0,0.64,1.0,0.0,0.0
,11.0,0.64,1.0,0.0,0.0
,12.0,0.64,1.0,0.0,0.0
,13.0,0.64,1.0,0.0,0.0
,14.0,0.64,1.0,0.0,0.0
,15.0,0.64,1.0,0.0,0.0
,16.0,0.64,1.0,0.0,0.0
,17.0,0.64,1.0,0.0,0.0
,18.0,0.64,1.0,0.0,0.0
,19.0,0.64,0.9400000000000001,0.03,0.04
,41.0,0.76,0.7500000000000001,0.11000000000000001,0.25
,42.0,0.76,1.0,0.0,0.22999999999999998
,1.0,0.66,0.32,0.43999999999999995,0.0
,6.0,0.46,0.8099999999999999,0.3,0.0
,7.0,0.46,1.0,0.0,0.0
,8.0,0.46,1.0,0.0,0.0
,9.0,0.46,1.0,0.0,0.0
,10.0,0.46,1.0,0.0,0.0
,11.0,0.46,1.0,0.0,0.0
,12.0,0.46,1.0,0.0,0.0
,13.0,0.46,1.0,0.0,0.0
,14.0,0.46,1.0,0.0,0.0
,15.0,0.46,1.0,0.0,0.0
,16.0,0.46,1.0,0.0,0.0
,17.0,0.46,1.0,0.0,0.0
,23.0,0.74,0.9099999999999999,0.05,0.13000000000000003
,18.0,0.46,1.0,0.0,0.0
,19.0,0.46,1.0,0.0,0.0
,20.0,0.46,1.0,0.0,0.0
,21.0,0.46,1.0,0.0,0.0
,22.0,0.46,1.0,0.0,0.0
,13.0,0.78,0.7999999999999999,0.0,0.0
,14.0,0.78,0.9800000000000001,0.0,0.02
,15.0,0.78,0.8300000000000001,0.06000000000000001,0.12
,21.0,0.7000000000000001,0.89,0.12000000000000002,0.1
,27.0,0.72,0.99,0.01,0.04
,50.0,0.74,0.9400000000000001,0.04,0.18
,26.0,0.68,0.8800000000000001,0.12,0.18
,5.0,0.5,0.7600000000000001,0.14999999999999997,0.0
,49.0,0.72,0.85,0.030000000000000006,0.20000000000000004
,50.0,0.72,1.0,0.0,0.16000000000000003
,21.0,0.76,0.85,0.05,0.16999999999999998
,43.0,0.76,0.95,0.02,0.2
,22.0,0.7000000000000001,0.9400000000000001,0.02,0.13999999999999999
,2.0,0.58,0.45,0.39,0.0
,28.0,0.72,0.93,0.02,0.16
,27.0,0.68,0.97,0.03,0.15
,28.0,0.68,1.0,0.0,0.09
,29.0,0.68,0.9,0.030000000000000006,0.14
,30.0,0.68,1.0,0.0,0.15
,21.0,0.62,0.85,0.04,0.16999999999999998
,20.0,0.64,0.93,0.08,0.10999999999999999
,21.0,0.64,0.99,0.0,0.10999999999999999
,24.0,0.74,0.8800000000000001,0.06,0.17
,23.0,0.7000000000000001,0.95,0.04,0.12000000000000002
,24.0,0.66,0.85,0.1,0.17
,29.0,0.72,0.93,0.03,0.09
,30.0,0.72,1.0,0.0,0.11000000000000001
,31.0,0.68,1.0,0.01,0.08
,2.0,0.6,0.45,0.45000000000000007,0.0
,44.0,0.76,0.8699999999999999,0.05,0.22000000000000003
,45.0,0.76,1.0,0.0,0.12
,46.0,0.76,0.96,0.03,0.30000000000000004
,16.0,0.78,0.85,0.12,0.18
,25.0,0.74,0.8700000000000001,0.030000000000000006,0.16999999999999998
,25.0,0.66,0.9099999999999999,0.0,0.1
,26.0,0.66,1.0,0.0,0.02
,27.0,0.66,1.0,0.0,0.030000000000000006
,28.0,0.66,0.9800000000000001,0.0,0.1
,39.0,0.78,0.89,0.05,0.19
,1.0,0.72,0.45999999999999996,0.51,0.0
,2.0,0.66,0.43999999999999995,0.4800000000000001,0.0
,26.0,0.74,0.95,0.02,0.15
,29.0,0.66,0.9199999999999999,0.030000000000000006,0.13999999999999999
,30.0,0.66,1.0,0.0,0.10999999999999999
,24.0,0.7000000000000001,0.8800000000000001,0.08,0.14
,25.0,0.7000000000000001,0.97,0.03,0.09999999999999999
,26.0,0.7000000000000001,1.0,0.0,0.06999999999999999
,27.0,0.7000000000000001,1.0,0.0,0.08
,40.0,0.78,0.8800000000000001,0.05,0.22999999999999998
,41.0,0.78,0.97,0.0,0.22999999999999998
,2.0,0.7000000000000001,0.43,0.55,0.0
,22.0,0.62,0.85,0.030000000000000006,0.12000000000000002
,6.0,0.54,0.7799999999999999,0.27999999999999997,0.0
,6.0,0.52,0.8400000000000001,0.21000000000000002,0.0
,22.0,0.64,0.8399999999999999,0.05,0.11000000000000001
,27.0,0.74,0.96,0.03,0.10999999999999999
,32.0,0.68,0.7700000000000001,0.04,0.14
,7.0,0.58,0.7499999999999999,0.36,0.0
,42.0,0.78,0.95,0.03,0.23000000000000004
,23.0,0.62,1.0,0.01,0.11000000000000001
,24.0,0.62,1.0,0.0,0.12
,8.0,0.6,0.8099999999999999,0.3,0.0
,9.0,0.6,1.0,0.0,0.0
,10.0,0.6,1.0,0.0,0.0
,47.0,0.76,0.82,0.09,0.29
,11.0,0.6,1.0,0.0,0.0
,12.0,0.6,1.0,0.0,0.0
,13.0,0.6,1.0,0.0,0.0
,14.0,0.6,1.0,0.0,0.0
,15.0,0.6,1.0,0.0,0.0
,16.0,0.6,1.0,0.0,0.0
,17.0,0.6,1.0,0.0,0.0
,18.0,0.6,1.0,0.0,0.0
,19.0,0.6,1.0,0.0,0.0
,20.0,0.6,0.97,0.01,0.03
,22.0,0.76,0.77,0.09000000000000001,0.22000000000000003
,23.0,0.76,0.97,0.01,0.05
,3.0,0.62,0.6799999999999999,0.32,0.0
,1.0,0.68,0.56,0.4,0.0
,31.0,0.72,0.8300000000000001,0.09,0.25
,32.0,0.72,1.0,0.0,0.11000000000000001
,31.0,0.66,0.86,0.05,0.14999999999999997
,33.0,0.68,0.9,0.05,0.18000000000000002
,28.0,0.7000000000000001,0.89,0.05,0.09
,14.0,0.8,0.8500000000000002,0.03,0.08
,15.0,0.8,0.89,0.06,0.13
,28.0,0.74,0.93,0.02,0.06000000000000001
,43.0,0.78,0.93,0.02,0.22000000000000003
,23.0,0.64,0.9,0.05,0.19
,25.0,0.62,0.95,0.04,0.15
,16.0,0.8,0.9,0.06999999999999999,0.12999999999999998
,0.0,0.76,0.51,0.5,0.0
,17.0,0.78,0.8,0.16,0.22000000000000006
,29.0,0.7000000000000001,0.9,0.06999999999999999,0.26
,32.0,0.66,0.93,0.03,0.09000000000000001
,7.0,0.56,0.72,0.34,0.0
,8.0,0.56,0.9000000000000001,0.0,0.0
,9.0,0.56,1.0,0.0,0.0
,10.0,0.56,1.0,0.0,0.0
,2.0,0.64,0.68,0.31000000000000005,0.0
,11.0,0.56,1.0,0.0,0.0
,12.0,0.56,1.0,0.0,0.0
,13.0,0.56,1.0,0.0,0.0
,33.0,0.72,0.8699999999999999,0.06,0.17
,14.0,0.56,1.0,0.0,0.0
,15.0,0.56,1.0,0.0,0.0
,16.0,0.56,1.0,0.0,0.0
,17.0,0.56,1.0,0.0,0.0
,29.0,0.74,0.9,0.04,0.12999999999999998
,18.0,0.56,1.0,0.0,0.0
,30.0,0.74,1.0,0.0,0.09
,19.0,0.56,1.0,0.0,0.0
,20.0,0.56,1.0,0.0,0.0
,21.0,0.56,1.0,0.0,0.0
,44.0,0.78,0.89,0.04,0.22000000000000003
,45.0,0.78,0.9199999999999999,0.0,0.3
,3.0,0.66,0.43999999999999995,0.45,0.0
,26.0,0.62,0.96,0.06,0.10999999999999999
